Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,LinkedIn,Facebook,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Similar Companies,Trend Score (90 Days),Patents Granted,Most Popular Patent Class,Trademarks Registered,Most Popular Trademark Class,Diversity Spotlight
Service,https://www.crunchbase.com/organization/service-2,,"Customer Service, Mobile, Software, Travel","Los Angeles, California, United States",Service gets you paid when your flight is delayed or cancelled.,"83,896","Greater Los Angeles Area, West Coast, Western US",,Less than $1M,Closed,2015-06-01,month,2020-07-13,day,,none,For Profit,http://getservice.com,http://linkedin.com/company/getservice,http://facebook.com/service,feedback@getservice.com,,,,,,,,,,,,,,"Mobile, Other, Professional Services, Software, Travel and Tourism",1.0,Michael Schneider,1-10,5.0,M&A,2019-06-04,,,,Convertible Note,,,,Seed,5140000.0,USD,5140000.0,5140000.0,USD,5140000.0,"Menlo Ventures, Founders Fund, Xfund, Maveron, Expon Capital",1.0,13.0,1.0,"Made Acquisitions, Was Acquired",Service acquired by ClaimCompass,https://www.crunchbase.com/acquisition/claimcompass-acquires-service-2--d5a78d6b,ClaimCompass,https://www.crunchbase.com/organization/claimcompass,2020-07-13,day,,,,Acquisition,,Private,,,,,,,,,,,,,,2.0,0.0,,3.0,Scientific and technological services,
TSS,https://www.crunchbase.com/organization/tss-d8c9,,"Cloud Infrastructure, Data Center, Data Storage, Information Technology, IT Infrastructure, Network Hardware, Software","Round Rock, Texas, United States","TSS offers IT infrastructure, configuration, deployment, modular and edge solutions, integration, and fulfillment services.","87,694",Southern US,,$100M to $500M,Active,1981-01-01,year,2015-01-28,day,,,For Profit,https://tssiusa.com,https://www.linkedin.com/company/tssinc,,,512-310-1000,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Software",1.0,Darryll Dewan,101-250,1.0,IPO,2025-01-07,20000000.0,USD,20000000.0,Post-IPO Debt,,,,,,,,20000000.0,USD,20000000.0,Susser Bank,1.0,1.0,,,,,,,,,,,,,,Public,2015-01-28,,,,,,,,,TSSI,https://www.crunchbase.com/ipo/tss-d8c9-ipo--ff1fc73d,NASDAQ,13.0,2.8,,,,,
Keet,https://www.crunchbase.com/organization/keet-06cb,,"Developer APIs, Software Engineering, Web Development",,Keet provides API's for websites inorder to retrieve data and perform requested actions on user's accounts.,"88,266",,,,Active,2024-01-01,year,,,,,For Profit,https://www.trykeet.com/,https://www.linkedin.com/company/keetapi/,,,,,,,,,,,,,,,,"Science and Engineering, Software",2.0,"Tommy Tsai, Zack Ashen",1-10,1.0,Seed,2024-09-25,500000.0,USD,500000.0,Pre-Seed,500000.0,USD,500000.0,Pre-Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,Y Combinator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2.3,,,,,
Underscore District,https://www.crunchbase.com/organization/underscore-district,,"Fashion, Product Design","Milano, Lombardia, Italy",Underscore District support creative individuals to transform the fashion and design industry.,"88,702","European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.underscoredistrict.com,https://www.linkedin.com/company/underscoredistrict,,,,,,,,,,,,,,,,"Clothing and Apparel, Design",,,11-50,1.0,Seed,2024-02-05,4000000.0,EUR,4296478.0,Seed,4000000.0,EUR,4296478.0,Seed,4000000.0,EUR,4296478.0,4000000.0,EUR,4296478.0,Kairos Partners,1.0,1.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,0.4,,,,,
BitBrand,https://www.crunchbase.com/organization/bitbrand,,"Blockchain, Fashion, Marketplace","New York, New York, United States",Bitbrand is the first platform to offer blockchain-certified luxury digital products with tangible utility: customize your personale devices,"88,998","Greater New York Area, East Coast, Northeastern US",,,Active,2022-07-01,day,,,,,For Profit,https://bitbrand.com/,https://www.linkedin.com/company/bitbrandnft/?viewAsMember=true,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Clothing and Apparel, Commerce and Shopping, Design, Other",3.0,"Elio Narciso, Giuseppe Sacco, Raffaele Giovine",1-10,2.0,Seed,2024-03-18,500000.0,USD,500000.0,Seed,500000.0,USD,500000.0,Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,"Hustle Fund, GFR Fund, Side Door Ventures",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-0.4,0.0,,1.0,Advertising; business,
Data Masters,https://www.crunchbase.com/organization/data-masters-04cb,,"Artificial Intelligence (AI), Education, Machine Learning, Training","Bari, Puglia, Italy","Datamasters provides artificial intelligence, machine learning, and data science skills.","89,023","European Union (EU), Europe, Middle East, and Africa (EMEA)",70124,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://datamasters.it,https://www.linkedin.com/company/datamasters-it,https://www.facebook.com/datamasters,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",2.0,"Francesco Cipriani, Luigi Congedo",1-10,2.0,Seed,2023-10-13,200000.0,EUR,210250.0,Seed,200000.0,EUR,210250.0,Seed,850000.0,EUR,905400.0,850000.0,EUR,905400.0,"Primo Capital, StartupItalia, Zanichelli Venture, BluEstates",1.0,4.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,18.0,-0.1,,,,,
Fintech,https://www.crunchbase.com/organization/fintech-45c0,,"Cloud Data Services, Data Center, Data Integration","Seoul, Seoul-t'ukpyolsi, South Korea",Fintech is a leading data solution service company.,"89,226",Asia-Pacific (APAC),,,Active,2014-01-01,year,,,,,For Profit,https://www.fintech1.co.kr,,,contact@fintech1.co.kr,+82 02-6956-4148,,,,,,,,,,,,,"Data and Analytics, Hardware, Information Technology, Internet Services, Software",,,51-100,1.0,Early Stage Venture,2021-12-29,2000000000.0,KRW,1688219.0,Series A,2000000000.0,KRW,1688219.0,Series A,2000000000.0,KRW,1688219.0,2000000000.0,KRW,1688219.0,Kiwoom Investment,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,4.6,,,,,
DoctorApp,https://www.crunchbase.com/organization/doctorapp-656a,,"Health Care, Information Technology, Mobile Apps","Cuneo, Piemonte, Italy","DoctorApp is a mobile app that manages queues, appointments, and communication between doctors and patients.","93,202","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,2018-05-26,day,,,,,For Profit,https://doctorapp.it,https://www.linkedin.com/company/doctorapp-it/,https://www.facebook.com/DoctorAppIT/,info@doctorapp.it,,,,,,,,,,,,,,"Apps, Health Care, Information Technology, Mobile, Software",,,1-10,4.0,,2024-11-18,500000.0,EUR,529727.0,Equity Crowdfunding,500000.0,EUR,529727.0,Equity Crowdfunding,1250000.0,EUR,1358369.0,1250000.0,EUR,1358369.0,"Zungri Capital Fund, SocialFare",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,-0.2,,,,,
Fler,https://www.crunchbase.com/organization/fler-0265,,"Beauty, Consumer Goods, Lifestyle, Wellness","Croce, Corse, France",Fler provides genderless shaving and body products on a subscription.,"93,531","European Union (EU), Europe, Middle East, and Africa (EMEA)",461110,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://flerworld.com/,https://www.linkedin.com/company/flerbodybrand,https://www.facebook.com/flerworld,hello@flerworld.com,,,,,,,,,,,,,,"Community and Lifestyle, Consumer Goods, Health Care",1.0,Allegra Violante,1-10,1.0,Seed,2023-02-28,380000.0,EUR,401913.0,Pre-Seed,380000.0,EUR,401913.0,Pre-Seed,380000.0,EUR,401913.0,380000.0,EUR,401913.0,"Elisa Rossi, Bonsai Venture Capital SCR, Loop, Adriano Battegazzore, Alessandro Facchini",2.0,5.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.0,1.2,,,,,
Mangofit,https://www.crunchbase.com/organization/mangofit-087e,,"Fitness, Software, Wellness",,Mangofit is a technology company offering innovative software dedicated to personal trainers,"94,849",,,,Active,2023-12-13,day,,,,,For Profit,https://www.mangofitapp.com/,https://www.linkedin.com/company/mangofit,,business@mangofitapp.com,,,,,,,,,,,,,,"Health Care, Software, Sports",1.0,Matteo Melina,1-10,1.0,Seed,2025-01-01,180000.0,EUR,186317.0,Pre-Seed,180000.0,EUR,186317.0,Pre-Seed,180000.0,EUR,186317.0,180000.0,EUR,186317.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.0,-0.1,,,,,
METACASA,https://www.crunchbase.com/organization/metacasa,,"Artificial Intelligence (AI), Augmented Reality, Construction, Energy Efficiency, Real Estate, SaaS, Software, Virtual Reality","Bologna, Emilia-Romagna, Italy",SaaS platform that simplifies real estate buying and selling.,"95,621","European Union (EU), Europe, Middle East, and Africa (EMEA)",40121,,Active,2022-09-30,day,,,,,For Profit,https://metacasa.ai,https://www.linkedin.com/company/metacasa,https://www.facebook.com/metacasaai,hello@metacasa.ai,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Hardware, Real Estate, Science and Engineering, Software, Sustainability",1.0,Sacha Gentili,11-50,1.0,Seed,2022-12-28,740000.0,EUR,786555.0,Seed,740000.0,EUR,786555.0,Seed,740000.0,EUR,786555.0,740000.0,EUR,786555.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.0,0.6,0.0,,1.0,Insurance; financial affairs,
Damo,https://www.crunchbase.com/organization/damo,,"Big Data, Biotechnology, Medical, Pharmaceutical","Beijing, Beijing, China",Damo is a research exchange and big data service platform for the pharmaceutical industry.,"95,663",Asia-Pacific (APAC),,,Active,2016-01-01,day,,,,,For Profit,http://www.damor.cn,,,,,,,,,,,,,,,,,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",1.0,Yu Zhang,11-50,4.0,Early Stage Venture,2018-08-08,10000000.0,CNY,1462665.0,Series A,10000000.0,CNY,1462665.0,Series A,63000000.0,CNY,9105057.0,63000000.0,CNY,9105057.0,Kaiwu Capital,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.0,3.5,,,,,
Mygrants,https://www.crunchbase.com/organization/mygrants,,"Business Development, Information Technology, Internet, Training","Catania, Sicilia, Italy",Mygrants is the most widely used educational online platform for refugees and asylum seekers in Italy.,"97,023","European Union (EU), Europe, Middle East, and Africa (EMEA)",95100,Less than $1M,Active,2017-01-23,day,,,,,For Profit,http://mygrants.it/en,https://www.linkedin.com/company/mygrants/mycompany/,https://www.facebook.com/mygrants.it,info@mygrants.it,,,,,,,,,,,,,,"Education, Information Technology, Internet Services, Professional Services",1.0,Christian Richmond Nzi,11-50,3.0,Seed,2020-09-01,600000.0,EUR,715360.0,Seed,600000.0,EUR,715360.0,Seed,980000.0,EUR,1131026.0,980000.0,EUR,1131026.0,"Future Food Institute, Opes Impact Fund",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,1.7,,,,,
Muscope,https://www.crunchbase.com/organization/muscope,,Cyber Security,"Milano, Lombardia, Italy","Cybersecurity, Cyber Risk, Cyber Rating","97,167","European Union (EU), Europe, Middle East, and Africa (EMEA)",20126,,Active,2021-12-14,day,2024-11-18,day,,,For Profit,https://www.muscope.com,https://www.linkedin.com/company/muscope,,info@muscope.com,,,,,,,,,,,,,,"Information Technology, Privacy and Security",1.0,Bruno Cordioli,11-50,1.0,M&A,2023-06-22,800000.0,EUR,876441.0,Seed,800000.0,EUR,876441.0,Seed,800000.0,EUR,876441.0,800000.0,EUR,876441.0,"Primo Capital, Klecha & Co",1.0,2.0,,Was Acquired,Muscope acquired by TeamSystem,https://www.crunchbase.com/acquisition/teamsystem-acquires-muscope--513d9ce3,TeamSystem,https://www.crunchbase.com/organization/teamsystem,2024-11-18,day,,,,Acquisition,,Private,,,,,,,,,,,,,,-0.4,,,,,
AHILAB,https://www.crunchbase.com/organization/ahilab,,"Artificial Intelligence (AI), Generative AI, SaaS, Software","London, England, United Kingdom","SaaS that lets websites add AI-powered experiences like stories, chats, and videos with one line of code.","97,543","Europe, Middle East, and Africa (EMEA)",EC1V2NX,,Active,2023-03-31,day,,,,,For Profit,https://ahilab.co/,https://www.linkedin.com/company/ahilab/about/?viewAsMember=true,,admin@ahilab.co,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,1.0,Seed,2024-11-25,100000.0,EUR,104560.0,Seed,100000.0,EUR,104560.0,Seed,100000.0,EUR,104560.0,100000.0,EUR,104560.0,PLAI Accelerator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.3,,,,,
FreedHome,https://www.crunchbase.com/organization/freedhome,,"Consulting, Property Management, Real Estate, Rental Property","Milan, Lombardia, Italy",FreedHome connects landlords with certified property managers who handle rentals end-to-end through the platform for a recurring fee.,"98,481","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,Less than $1M,Active,2019-09-30,day,,,,,For Profit,https://www.freedhome.it/,https://www.linkedin.com/company/freedhomerenting,,info@freedhome.it,,,,,,,,,,,,,,"Professional Services, Real Estate",1.0,Luigi Visconti,1-10,2.0,Seed,2024-09-01,,,,Seed,,,,Seed,223000.0,EUR,264065.0,223000.0,EUR,264065.0,"B4i - Bocconi for innovation, HabiSmart",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,18.0,0.1,0.0,,1.0,Advertising; business,
Sensosan,https://www.crunchbase.com/organization/sensosan,,"Biotechnology, Life Science, Medical Device","Roma, Lazio, Italy",Augmented Air Platform for indoor environments to improve neurophysiology health & wellbeing with a simple way: breathing.,"98,998","European Union (EU), Europe, Middle East, and Africa (EMEA)",00187,,Active,2020-07-21,day,,,,,For Profit,https://www.sensosan.it,https://www.linkedin.com/company/sensosan,,info@sensosan.it,+393757949563,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2.0,"Bernald Leone, Nicola Lattanzi",11-50,2.0,Seed,2023-02-01,500000.0,EUR,550638.0,Seed,500000.0,EUR,550638.0,Seed,800000.0,EUR,912762.0,800000.0,EUR,912762.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,0.0,0.0,,4.0,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics",
Eventboost,https://www.crunchbase.com/organization/eventboost,,"Event Management, Real Time, SaaS, Software","Chiasso, Ticino, Switzerland",Eventboost is an all-in-one event management software platform which improves and simplifies the organization of any kind of event,"99,775","Europe, Middle East, and Africa (EMEA)",6830,$1M to $10M,Active,2014-06-20,day,,,,,For Profit,https://www.eventboost.com,https://www.linkedin.com/company/eventboost-sa,https://www.facebook.com/eventboostplatform,info@eventboost.com,+410916835252,,,,,,,,,,,,,"Events, Media and Entertainment, Other, Software",8.0,"Antonio Allegra, Antonio Fernè, Corrado Del Fanti, Federico Zambelli Hosmer, Francesco Prandoni, Franco Bondi, Luigi Tenti, Michele Pieri",1-10,5.0,Seed,2019-10-02,500000.0,EUR,548029.0,Seed,500000.0,EUR,548029.0,Seed,1322569.0,USD,1322569.0,1322569.0,USD,1322569.0,"Primo Capital, VentureOut",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,0.4,0.0,,1.0,Scientific and electric apparatus and instruments,
QuestIT,https://www.crunchbase.com/organization/questit,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Virtual Assistant","Siena, Toscana, Italy","Saas, artificial intelligence, conversational AI, digital humans, emotional AI","101,163","European Union (EU), Europe, Middle East, and Africa (EMEA)",53100,,Active,2007-07-25,day,,,,,For Profit,https://www.quest-it.com,https://www.linkedin.com/company/questit/,https://www.facebook.com/questITsiena/,info@quest-it.com,+39 0577 533902,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1.0,Ernesto Di Iorio,11-50,1.0,Seed,2020-06-01,500000.0,EUR,556273.0,Pre-Seed,500000.0,EUR,556273.0,Pre-Seed,500000.0,EUR,556273.0,500000.0,EUR,556273.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.0,2.0,0.0,,2.0,Scientific and electric apparatus and instruments,
eWibe,https://www.crunchbase.com/organization/ewibe,,"E-Commerce, Food and Beverage, Stock Exchanges, Wine And Spirits","Milano, Lombardia, Italy",eWibe is an open and accessible investment wine market.,"101,330","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://www.ewibe.com,https://www.linkedin.com/company/ewibe/,https://www.facebook.com/ewibe.it/,Info@ewibe.com,,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Food and Beverage, Lending and Investments",,,1-10,3.0,,2024-09-01,120000.0,USD,120000.0,Undisclosed,120000.0,USD,120000.0,Undisclosed,1446678.0,USD,1446678.0,1446678.0,USD,1446678.0,"40Jemz Ventures, ABN AMRO + Techstars Future of Finance Accelerator",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,-0.5,0.0,,1.0,Alcoholic beverages,
Agreen Biosolutions,https://www.crunchbase.com/organization/agreen-biosolutions,,"AgTech, Biotechnology, Organic","Campoformido, Friuli-Venezia Giulia, Italy",Agreen Biosolutions is an ag-biotech company developing solely organic active compounds for biostimulation and crop protection.,"102,210","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2023-01-01,year,,,,,For Profit,https://agreenbiosolutions.com,https://www.linkedin.com/company/agreen-biosolutions-srl-sb,,info@agreenbiosolutions.com,39 333 9371373,,,,,,,,,,,,,"Agriculture and Farming, Biotechnology, Science and Engineering, Sustainability",,,1-10,1.0,Seed,2023-11-13,170000.0,EUR,181922.0,Pre-Seed,170000.0,EUR,181922.0,Pre-Seed,170000.0,EUR,181922.0,170000.0,EUR,181922.0,"Eatable Adventures, FoodSeed",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.0,2.2,,,,,
SMACE,https://www.crunchbase.com/organization/smace,,"Business Development, Consulting, Event Management, Human Resources, Smart Cities, Software","Ferrara, Emilia-Romagna, Italy",SMACE is the B2B platform for the automated management of Offsites and Meetings.,"102,538","European Union (EU), Europe, Middle East, and Africa (EMEA)",44123,Less than $1M,Active,2020-12-09,day,,,,,For Profit,https://www.smace.com/,https://www.linkedin.com/company/smace/,https://www.facebook.com/thesmace/,info@smace.com,+39 0532 1717477,,,,,,,,,,,,,"Administrative Services, Events, Media and Entertainment, Professional Services, Real Estate, Software",2.0,"Andrea Droghetti, Marta Romero",11-50,4.0,Seed,2024-06-01,550000.0,EUR,597108.0,Grant,340000.0,EUR,345015.0,Pre-Seed,340000.0,EUR,345015.0,1144000.0,EUR,1218685.0,"KeyCapital, Digital Magics, Invitalia, Gabetti, Alessandro Gatti",2.0,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,-0.7,0.0,,1.0,Insurance; financial affairs,
Kosmos,https://www.crunchbase.com/organization/kosmos,,"Developer Tools, Document Management, Information Services, Information Technology, Infrastructure, Online Portals, SaaS, Software","San Francisco, California, United States","Kosmos offers documentation, microservice catalog, distributed infrastructure and compliance management services in one platform.","102,615","San Francisco Bay Area, West Coast, Western US",,,Active,2020-01-01,year,,,,,For Profit,https://usekosmos.com/,https://www.linkedin.com/company/usekosmos/,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Other, Software",2.0,"Ivan Porollo, Kevin Unkrich",11-50,1.0,Seed,2020-08-25,125000.0,USD,125000.0,Seed,125000.0,USD,125000.0,Seed,125000.0,USD,125000.0,125000.0,USD,125000.0,Y Combinator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,3.2,,,,,
Brandplane,https://www.crunchbase.com/organization/brandplane,,"Artificial Intelligence (AI), Marketing, Software","Milano, Lombardia, Italy",Brandplane is a smart marketing platform that allows proprietary artificial intelligence software to generate marketing strategies.,"102,890","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,Active,2023-01-01,year,,,,,For Profit,https://www.brandplane.co,,,info@brandplane.co,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",2.0,"Emanuele Bartolesi, Marta Basso",1-10,1.0,Seed,2024-06-19,460000.0,EUR,494368.0,Seed,460000.0,EUR,494368.0,Seed,460000.0,EUR,494368.0,460000.0,EUR,494368.0,"101 Holding, Happily Srl - Società Benefit, Styleit Accelerator, Vaben Holding",1.0,4.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-0.4,,,,,
This Unique,https://www.crunchbase.com/organization/this-unique,,"E-Commerce, Health Care","Milan, Lombardia, Italy","This Unique revolutionizes feminine hygiene, offering sustainable solutions for both individuals and businesses.","103,266","European Union (EU), Europe, Middle East, and Africa (EMEA)",20154,,Active,2020-01-01,day,,,,,For Profit,https://thisunique.com/,https://www.linkedin.com/company/70450375/admin/,https://www.facebook.com/thisuniqueforall/,info@thisunique.com,3924632003,,,,,,,,,,,,,"Commerce and Shopping, Health Care",,,1-10,4.0,Seed,2024-03-13,500000.0,EUR,547643.0,Convertible Note,700000.0,EUR,776407.0,Seed,810000.0,EUR,898444.0,1310000.0,EUR,1446087.0,"Viceversa, Moonstone, B Holding, Ulixes Capital, LVenture Group",,8.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,-0.1,,,,,
RarEarth,https://www.crunchbase.com/organization/rarearth,,"Battery, Recycling","Milan, Lombardia, Italy",RarEarth paves the way for rare earth recycling,"103,716","European Union (EU), Europe, Middle East, and Africa (EMEA)",20144,,Active,2023-03-01,month,,,,,For Profit,https://www.rarearth.it,https://www.linkedin.com/company/94840410,,,,,,,,,,,,,,,,"Energy, Sustainability",1.0,Enrico Pizzi,1-10,1.0,Seed,2023-03-15,80000.0,EUR,84654.0,Pre-Seed,80000.0,EUR,84654.0,Pre-Seed,80000.0,EUR,84654.0,80000.0,EUR,84654.0,EIT RawMaterials,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,0.0,,,,,
Akuis,https://www.crunchbase.com/organization/akuis,,"Fitness, Wellness","Tolmezzo, Friuli-Venezia Giulia, Italy",Akuis is a smart gym that manufactures high-tech fitness equipment.,"104,045","European Union (EU), Europe, Middle East, and Africa (EMEA)",33028,,Active,2018-01-01,year,,,,,For Profit,https://www.akuis.tech,https://www.linkedin.com/company/akuis,https://www.facebook.com/AKUIS.TECH,,,,,,,,,,,,,,,"Health Care, Sports",2.0,"Alessandro Englaro, Mattiarmando Chiavegato",11-50,2.0,,2024-01-30,1108128.0,EUR,1201544.0,Equity Crowdfunding,1108128.0,EUR,1201544.0,Equity Crowdfunding,2108128.0,EUR,2387394.0,2108128.0,EUR,2387394.0,"ALIcrowd, Fabio Nalucci, X-Equity, Franzolin Michelon family, Wemoove",,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-1.0,,,,,
Vento CFD,https://www.crunchbase.com/organization/vento-cfd-srl,,"Architecture, CivicTech, Civil Engineering, Construction, Environmental Engineering, Infrastructure, Software","Cagliari, Sardegna, Italy",Vento CFD srl is a computer software company.,"105,477","European Union (EU), Europe, Middle East, and Africa (EMEA)",09123,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.vento-cfd.com/,https://www.linkedin.com/company/vento-cfd/,,marco.rossi@vento-cfd.com,,,,,,,,,,,,,,"Government and Military, Information Technology, Other, Real Estate, Science and Engineering, Software, Sustainability",1.0,Marco Mulas,1-10,1.0,Seed,2023-03-31,1000000.0,EUR,1086750.0,Seed,1000000.0,EUR,1086750.0,Seed,1000000.0,EUR,1086750.0,1000000.0,EUR,1086750.0,Galaxia,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,0.0,,,,,
Karrycar,https://www.crunchbase.com/organization/karrycar,,"Automotive, Logistics, Web Apps","Belluno, Veneto, Italy",Digital finished vehicle forwarder,"106,217","European Union (EU), Europe, Middle East, and Africa (EMEA)",32100,Less than $1M,Active,2021-02-01,day,,,,,For Profit,https://karrycar.com/,https://www.linkedin.com/company/karrycar,https://www.facebook.com/karrycar.official,info@karrycar.com,04371956620,,,,,,,,,,,,,"Apps, Software, Transportation",,,1-10,5.0,Seed,2023-10-16,840000.0,EUR,886549.0,Seed,840000.0,EUR,886549.0,Seed,1002500.0,EUR,1059577.0,1002500.0,EUR,1059577.0,"Startup Wise Guys, Growth Capital, 40Jemz Ventures, Finint Investments",,4.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,-0.1,0.0,,1.0,Scientific and electric apparatus and instruments,
BUFAGA,https://www.crunchbase.com/organization/bufaga,,"Automotive, CleanTech, GreenTech, Pollution Control, Recycling, Smart Cities, Sustainability, Transportation","Roma, Lazio, Italy",Removing pollution by driving vehicles,"108,301","European Union (EU), Europe, Middle East, and Africa (EMEA)",00154,,Active,2022-01-01,year,,,,,For Profit,https://www.bufaga.com,https://www.linkedin.com/company/bufaga,,info@bufaga.com,+39 3282265785,,,,,,,,,,,,,"Real Estate, Sustainability, Transportation",5.0,"Federico Roviglioni, Francesco Gaudiano, Giuseppe Spinelli, Serena Mignucci, Simone Cingolani",1-10,2.0,Seed,2023-03-10,240000.0,EUR,255756.0,Pre-Seed,240000.0,EUR,255756.0,Pre-Seed,255000.0,EUR,271233.0,255000.0,EUR,271233.0,"NextSTEP, Startupbootcamp Mobility & Transportation, Business Angel",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.0,-0.6,,,,,
Cosmic,https://www.crunchbase.com/organization/cosmic-js,,"Apps, Developer Tools, Information Technology, Internet, iOS, Software, Web Development","Plano, Texas, United States",Headless CMS and API toolkit,"109,217","Dallas/Fort Worth Metroplex, Southern US",75075,Less than $1M,Active,2016-05-22,day,,,,,For Profit,https://www.cosmicjs.com,https://www.linkedin.com/company/cosmic-js,https://www.facebook.com/cosmicjs,tony@cosmicjs.com,,,,,,,,,,,,,,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software",2.0,"Carson Gibbons, Tony Spiro",1-10,1.0,Seed,2019-03-18,150000.0,USD,150000.0,Pre-Seed,150000.0,USD,150000.0,Pre-Seed,150000.0,USD,150000.0,150000.0,USD,150000.0,Y Combinator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.0,-0.5,,,,,
