Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Safety Environmental Engineering,https://www.crunchbase.com/organization/safety-environmental-engineering-3f9b,,"Construction, Environmental Engineering, Training","Keedysville, Maryland, United States",Safety Environmental Engineering is a management consulting firm that provides construction safety and training services.,"2,001,516","East Coast, Southern US",21756,$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://www.seeinconline.com,https://www.facebook.com/SeeIncOnline,https://www.linkedin.com/company/see-inc-,seesafety@aol.com,+1 301 432 3949,,,,,,,,,,,,,"Education, Real Estate, Science and Engineering, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.6,,,,,
UNIVITA,https://www.crunchbase.com/organization/univita,,"Child Care, Health Care, Therapeutics","Hemer, Nordrhein-Westfalen, Germany","UNIVITA helps people regain their physical, mental, and social health through treatment and weight management services.","2,021,084","European Union (EU), Europe, Middle East, and Africa (EMEA)",58675,,Active,2000-01-01,year,,,,,For Profit,https://www.univita.com,https://www.facebook.com/UnivitaGutHolmecke,https://www.linkedin.com/company/univita-gmbh,info@univita.com,+49 0800 88 4 888 4,"UNIVITA offers holistic systemic therapies, allergy treatment, and child care services. The holistic systemic therapies for adults service includes specialist care, psychosocial basic therapy, and physiotherapy. Weight management and allergy service include nutritional advice, diet advice with success control, individual diets, nutrition workshops, and weight loss programs for mothers, fathers, and children. Therapies and care for children services include homework supervision, exercise therapy, psychomotor, relaxation, nature experience, and climatotherapy.",,,,,,,,,,,,Health Care,,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.5,8,0,2,,Education; entertainment
DeSwag,https://www.crunchbase.com/organization/deswag,,"E-Commerce, Fashion, Mobile","Treviso, Veneto, Italy",DeSwag is the new fashion guide that keep you updated on the latest trends and news about the world of fashion!,"2,031,645","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.deswag.com/,https://www.facebook.com/deswag.game,https://www.linkedin.com/company/deswag,,,"deSwag is a fashion game that lets players compete against friends to snatch the latest fashion items ​from the most famous fashion icons. deSwag is a fashion game for mobile platforms directly linked to e-commerce, so that it is possible to purchase clothing and accessories. deSwag can be defined as a new, innovative and gamified shopping experience that will greatly improve the users’experience and encourage impulse buying through strong engagement in the game. It is a new platform that converts entertainment into the choice of a fashion item, that can be bought online.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Mobile",2,"Clara Fraccia, Francesca Arnone",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,4,,,,
Windtime,https://www.crunchbase.com/organization/windtime,,"Energy, Renewable Energy, Wind Energy","Moncalieri, Piemonte, Italy",Windtime provides rotary wings for wind generator.,"2,044,964","European Union (EU), Europe, Middle East, and Africa (EMEA)",10024,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://windtime.it,,https://www.linkedin.com/company/windtime,,,"Windtime provides rotokite and hely-mill systems. They provide installation on the land and off-shore. They produce renewable energy. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",,,,,,,,,,,,"Energy, Natural Resources, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.7,10,2,0,"Wind, Spring Weight And Miscellaneous Motors; Producing Mechanical Power; Or A Reactive Propulsive Thrust, Not Otherwise Provided For",
DIAMSAFE,https://www.crunchbase.com/organization/diamsafe,,"Jewelry, Manufacturing, Retail, Wholesale","Roma, Lazio, Italy",DIAMSAFE offers designs and manufacturing of diamond jewelry.,"2,046,027","European Union (EU), Europe, Middle East, and Africa (EMEA)",00186,,Active,2020-01-01,year,,,,,For Profit,https://diamsafe.com ,,,info@diamsafe.com,,"DIAMSAFE has developed an innovative, proprietary, and patented technology that allows the unique, reliable, and unequivocal recognition of each individual diamond. The technology can be applied in the sale of diamonds, to protect the originality of an asset or to create very high-security keys.",,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.8,15,,,,
Toratora,https://www.crunchbase.com/organization/toratora,,"Tourism, Travel, Travel Agency","Roma, Lazio, Italy",Toratora is a travel and tourism guide platform that offers tour packages and arrangements.,"2,051,651","European Union (EU), Europe, Middle East, and Africa (EMEA)",00100,,Active,2018-01-01,year,,,,,For Profit,https://www.toratoratravel.com/,https://www.facebook.com/ToratoraItalia/,https://www.linkedin.com/company/toratora/,info@toratoratravel.com,,"Toratora is a travel platform that organizes trips. They offer surprise travel, summer travel packages, and jukebox plans. Toratora arranges hotels, restaurants, and theme parks and provides customer service and budget planning services.",,,,,,,,,,,,Travel and Tourism,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.4,15,0,1,,"Transport, packaging and storing"
Resvalue srl,https://www.crunchbase.com/organization/resvalue-srl,,"Apps, Financial Services, Internet","Rome, Lazio, Italy",In 2016 Resvalue launched Trovabando: a web platform which allows Italian SMEs finding the right EU financing opportunity within a minute.,"2,053,418","European Union (EU), Europe, Middle East, and Africa (EMEA)",00149,$1M to $10M,Active,2014-09-11,day,,,,,For Profit,http://www.resvalue.it,,https://www.linkedin.com/company/resvalue-srl,info@resvalue.it,+39 06.55302609,,,,,,,,,,,,,"Apps, Financial Services, Internet Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.1,1,,,,
Ulisse,https://www.crunchbase.com/organization/ulisse-c203,,"Cloud Computing, Mobile Apps, Project Management, Software, Web Apps","Milano, Lombardia, Italy",Ulisse is a software company that specializes in design and management of cloud computing systems.,"2,060,608","European Union (EU), Europe, Middle East, and Africa (EMEA)",20127,,Active,1984-01-01,year,,,,,For Profit,https://ulisse1984.it,,https://www.linkedin.com/company/ulisse-s-r-l,info@ulisse1984.it,+39 02 92108836,,,,,,,,,,,,,"Administrative Services, Apps, Internet Services, Mobile, Other, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.5,3,,,,
Kineticvibe,https://www.crunchbase.com/organization/kineticvibe,,Digital Entertainment,"Milan, Lombardia, Italy","Kineticvibe is an Event Management, Production & Logistic Company.","2,073,092","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2015-01-01,year,,,,,For Profit,https://kineticvibe.net/,,https://www.linkedin.com/company/kineticvibe-ltd,,,,,,,,,,,,,,,Media and Entertainment,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,10,,,,
Supercap,https://www.crunchbase.com/organization/supercap,,"Industrial, Manufacturing, Product Design","Mombaroccio, Marche, Italy","Supercap is a manufacturer of bottle caps for spirits, oil, and vinegar.","2,091,383","European Union (EU), Europe, Middle East, and Africa (EMEA)",61024,$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://supercap.it,https://www.facebook.com/SupercapSrl,https://www.linkedin.com/company/supercap,infosupercap@crealisgroup.com,+39 0721 470507,,,,,,,,,,,,,"Design, Manufacturing",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.7,7,3,6,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,Furniture and decorative products
Easy Trucking,https://www.crunchbase.com/organization/easy-trucking,,Transportation,"Stockton, California, United States","All-in-one Trucking Management Solution Trucking Dispatch System Plan, create and notify with one unified solution.","2,114,250","West Coast, Western US",95212,,Active,,,,,,,For Profit,https://easytrucking.net/,https://www.facebook.com/truckingeasy,,,209-328-2051,,,,,,,,,,,,,Transportation,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.7,,,,,
Pelikan International Corporation,https://www.crunchbase.com/organization/pelikan-international-corporation,,Consumer Goods,"Selangor, Selangor, Malaysia",Pelikan International Corporation is an established stationery brand and company.,"2,157,308","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",40150,$100M to $500M,Active,1838-01-01,year,2006-05-11,day,,,For Profit,https://www.pelikan.com/,,https://www.linkedin.com/company/pelikan,phikyin@pelikan.com.my,+603 - 5569 5511,Pelikan International Corporation is an established stationery brand and company.,,,,,,,,,,,,Consumer Goods,1,Carl Hornemann,5001-10000,1,IPO,2019-08-30,,,,Post-IPO Equity,,,,Post-IPO Equity,,,,,,,Ikhlas Capital,1,1,1,Made Acquisitions,,,,,,,,,,,,Public,2006-05-11,,,,,,,,,PELIKAN,https://www.crunchbase.com/ipo/pelikan-international-corporation-ipo--2a99bac4,KLSE - Malaysia Stock Exchange,-2,,,,,
Oreegano,https://www.crunchbase.com/organization/oreegano,,"Communities, Food and Beverage, Social Media, Tourism","Bari, Puglia, Italy",Share you recipes and discover right away what you are eating! Oreegano is the social network that gives value to your food.,"2,166,957","European Union (EU), Europe, Middle East, and Africa (EMEA)",70021,Less than $1M,Active,2016-03-02,day,,,,,For Profit,https://www.oreegano.com/,https://www.facebook.com/oreegano,https://www.linkedin.com/company/oreegano,,,,,,,,,,,,,,,"Community and Lifestyle, Food and Beverage, Internet Services, Media and Entertainment, Travel and Tourism",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.5,3,,,,
Leoben Research,https://www.crunchbase.com/organization/leoben-research,,"Biotechnology, Clinical Trials, Medical","Rome, Lazio, Italy",Leoben Research is a medical knowledge company with specialisation in central nervous system disorders and pain.,"2,167,813","European Union (EU), Europe, Middle East, and Africa (EMEA)",000125,,Active,2010-01-01,year,,,,,For Profit,http://www.leobenresearch.com,,https://www.linkedin.com/company/leoben-research,f.dicesare@leobenresearch.com,+39 340 08 818 85,"Leoben Research provides consulting services for sponsor-directed clinical trials throughout the clinical development process to the bio pharmaceutical and health technology industries. They offer services including strategic clinical development, clinical trial design and methodology, medical oversight of clinical trials, safety signal detection and evaluation, and methods of cognitive and behavioral assessment applied to clinical trials.",,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Cristiana Di Carlo, Franco Di Cesare",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.1,11,,,,
Yoyot,https://www.crunchbase.com/organization/yoyot,,"Boating, Online Portals, Rental","Rome, Lazio, Italy",Yoyot is an online boat rental platform.,"2,182,118","European Union (EU), Europe, Middle East, and Africa (EMEA)",00199,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://yoyot.com,https://www.facebook.com/yoyotdotcom,https://www.linkedin.com/company/yoyot/,info@yoyot.com,+39 324 925142,"Yoyot provides boat rental services. They also offer service of anyone looking for a rental boat, while facilitating navigation for yachtsmen. They provide boats such as maxus 22 prestige +, bavaria 50, variant 65, oceanis 393 clipper, nordic folkboat, and more.",,,,,,,,,,,,"Commerce and Shopping, Internet Services, Sports",3,"Alessandro Marco Patti, Emanuele Pelliccia, Guglielmo La Via",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2,12,,,,
Enecolab,https://www.crunchbase.com/organization/enecolab,,"Energy, Natural Resources, Renewable Energy","Muggia, Friuli-Venezia Giulia, Italy",Enecolab is a start-up that specializes in research and development in the field of environment and alternative sources of energy.,"2,262,892","European Union (EU), Europe, Middle East, and Africa (EMEA)",34015,,Active,2016-06-13,day,,,,,For Profit,https://enecolab.com,,https://www.linkedin.com/company/enecolab-srl,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,10,1,0,Generation; Conversion Or Distribution Of Electric Power,
Ulia Pharma,https://www.crunchbase.com/organization/ulia-pharma,,"Manufacturing, Medical, Pharmaceutical","Milan, Lombardia, Italy",Ulia Pharma is a pharmaceutical manufacturing company.,"2,263,595","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.uliapharma.it,https://www.facebook.com/UliaPharma,https://www.linkedin.com/company/ulia-pharma,info@uliapharma.it,+39 327 693 4540,"Ulia Pharma provides equipment for precision medicine. They enable to development of pharmaceuticals and represent medicine. They offer a development of medicine that is tailored to the patient's properties. They offer the creation of customizable tablets and capsules and the development of new, material-removable pharmaceuticals.",,,,,,,,,,,,"Health Care, Manufacturing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.8,24,,,,
DiveCircle,https://www.crunchbase.com/organization/divecircle,,Marketplace,"Rome, Lazio, Italy",DiveCircle is the first marketplace entirely dedicated to diving.,"2,276,810","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,2014-01-01,day,,,,,For Profit,http://divecircle.com,https://www.facebook.com/DiveCircleIT,https://www.linkedin.com/company/divecircle-s-r-l-s-/,sales@divecircle.com,+390692939256,"DiveCircle is the first marketplace entirely dedicated to diving. An all Italian project, born in 2014, from the passion for technology and diving of Massimo Miglio, who aims to make available to everyone who is passionate about the underwater world and its beauty, a technological tool that is always at the forefront. DiveCircle is great fair in the sector that lasts 365 days a years 24/7. A window onto the sector that allows each and every diver to save time and money and give operators a new and more efficient working tool allowing them to come into contact with new clients.",,,,,,,,,,,,Commerce and Shopping,1,Massimiliano Miglio,1-10,1,,2017-05-01,,,,Non-equity Assistance,,,,,,,,,,,LUISS ENLABS,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,2,,,,
Cliked,https://www.crunchbase.com/organization/cliked,,"Digital Media, Online Portals, Photography",,Cliked is a digital platform where business can book professional photographers that suits their needs through a range of services.,"2,325,009",,,,Active,,,,,,,For Profit,https://cliked.com/,,,,,Cliked is a digital platform where business and private users can book a professional photographer that suits their needs through a wide range of available services.,,,,,,,,,,,,"Content and Publishing, Internet Services, Media and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.2,5,,,,
Boogie,https://www.crunchbase.com/organization/boogie,,"Celebrity, Media and Entertainment, Performing Arts","Tokyo, Tokyo, Japan",Boogie offers casting business and PR events.,"2,331,085",Asia-Pacific (APAC),,,Active,2015-10-01,month,,,,,For Profit,http://boogie.tokyo/,,,,03-6459-3910,Boogie offers casting business and PR events. The company was founded in October of 2015.,,,,,,,,,,,,Media and Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.9,,,,,
Say Mooom,https://www.crunchbase.com/organization/say-mooom,,"Consumer Goods, E-Commerce, Shipping","Aiello Del Friuli, Friuli-Venezia Giulia, Italy",Say Mooom is an e-shop that provides products for mothers and babies.,"2,335,392","European Union (EU), Europe, Middle East, and Africa (EMEA)",33041,Less than $1M,Active,,,,,,,For Profit,https://www.saymooom.com,https://www.facebook.com/saymooomworld/,,hello@saymooom.com,+39 340 196 3101,"Say Mooom sells baby showers, decorative objects, jewels, clothing, cosmetics, children's accessories, baby care and wellness, pappa, diapers, baby-wearing swaddling clothes, masks, and costume products.",,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Transportation",1,Monica D'Alessandro,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.5,9,,,,
Easy Export,https://www.crunchbase.com/organization/easy-export,,"Business Development, Commercial, Marketing","Milan, Lombardia, Italy","Easy Export provides market analysis, commercial support, and presidium services.","2,339,807","European Union (EU), Europe, Middle East, and Africa (EMEA)",20142,,Active,,,,,,,For Profit,https://www.easy-export.it,,,info@easy-export.it,+39 800 444 700,"Easy Export finds new customers and creates a commercial network. They provide market analysis, commercial support, and market presidium services. They support for the company to implement customer internationalization. They deal with the analysis of the competition, the identification of the ideal markets and distribution channels, research, contact with prospects, and the realization of sales.",,,,,,,,,,,,"Other, Professional Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.6,10,,,,
Biomimesi,https://www.crunchbase.com/organization/biomimesi,,"Biotechnology, Chemical, Energy, Medical","Catanzaro, Calabria, Italy",Biomimesi provides biotechnological research and solutions to offer energy transition.,"2,355,540","European Union (EU), Europe, Middle East, and Africa (EMEA)",88050,,Active,2019-01-01,year,,,,,For Profit,https://www.biomimesi.eu,,https://www.linkedin.com/company/biomimesi-srl/,info@biomimesi.eu,,"Biomimesi focus on the energy harvesting industry's process of capturing, producing, and acquiring energy from unexpected or alternative renewable sources conducts research and development of innovative biotechnologies with technological value and social impact. These biocatalysts are applicable in a variety of fields and include the electric power industry. Technology that completely alters the relative paradigm of battery based on the redox system to create power bringing it to a degree of efficiency and sustainability by using molecular protein machines.",,,,,,,,,,,,"Biotechnology, Energy, Health Care, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,10,1,1,Physical Or Chemical Processes Or Apparatus In General,Scientific and electric apparatus and instruments
Fly Free Airways,https://www.crunchbase.com/organization/fly-free-airways,,"Events, Travel, Travel Agency","Turin, Piemonte, Italy",Fly Free Airways is a tour operator and aeronautical broker that provides business travel management services.,"2,394,785","European Union (EU), Europe, Middle East, and Africa (EMEA)",10136,,Active,2018-01-01,year,,,,,For Profit,https://www.flyfreeairways.it,https://www.facebook.com/FlyFreeAirwaysTorino/,https://www.linkedin.com/company/flyfreeairways/,info@flyfreeairways.it,+39 351 595 7244,"Fly Free Airways provides business travel, travel agency,  tour operator, study trips, travel for women, and private aircraft rental services. They support brokerage, events, team building, and real estate services. They support tourism and business, aeronautics and aerospace, buying and selling, executive travel, aircraft, and helicopter leasing.",,,,,,,,,,,,"Events, Media and Entertainment, Travel and Tourism",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,10,,,,
Mental Imagery,https://www.crunchbase.com/organization/mental-imagery,,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning","Bologna, Emilia-Romagna, Italy",Mental Imagery is a new Artificial Intelligence technology that takes power of a new Neural Network structure,"2,394,796","European Union (EU), Europe, Middle East, and Africa (EMEA)",40129,,Active,2019-01-01,year,,,,,For Profit,http://www.mentalimagery.net/,,https://www.linkedin.com/company/mental-imagery-srli/,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.2,3,,,,
i-mark,https://www.crunchbase.com/organization/i-mark,,"E-Commerce, Gift, Made to Order","Fort Worth, Texas, United States","i-mark is a promotional product company that personalizes and sells pens, keychains, and bag tags.","2,414,763","Dallas/Fort Worth Metroplex, Southern US",76137,$1M to $10M,Active,1984-01-01,year,,,,,For Profit,https://www.imark-online.com,https://www.facebook.com/imarkpen,https://www.linkedin.com/company/i-mark/,,+1 817 385 0306,,,,,,,,,,,,,Commerce and Shopping,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,11,,,,
Fair Winds Digital,https://www.crunchbase.com/organization/fair-winds-digital,,"Internet, Internet of Things","Rome, Lazio, Italy",Fair Winds Digital is a reference hub for new investments in the field of IoT edge computing.,"2,426,801","European Union (EU), Europe, Middle East, and Africa (EMEA)",00166,,Active,2017-01-01,year,2022-05-23,day,,,For Profit,https://www.fairwindsdigital.it/,,https://www.linkedin.com/company/fairwinddigital/,info@fairwindsdigital.it,(+39) 066152371,Fair Winds Digital is a reference hub for new investments in the field of IoT edge computing and for the development of the public administration market and research and development calls for tenders.,,,,,,,,,,,,Internet Services,,,11-50,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Fair Winds Digital acquired by Relatech,https://www.crunchbase.com/acquisition/relatech-acquires-fair-winds-digital--8a36e3fb,Relatech,https://www.crunchbase.com/organization/relatech,2022-05-23,day,310000,EUR,331207,Acquisition,Cash,Private,,,,,,,,,,,,,1.4,3,,,,
SPINUP.,https://www.crunchbase.com/organization/spinup-8cdd,,"E-Commerce, Information Technology, Software","London, England, United Kingdom",SPINUP. provides e-commerce solutions to clients from inside digital agencies.,"2,447,699","Europe, Middle East, and Africa (EMEA)",,,Active,2019-01-01,year,,,,,For Profit,https://spinup.digital,https://www.facebook.com/spinupdigital,https://www.linkedin.com/company/spinupdigital,kk@spinup.digital,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2,12,,,,
Avnew,https://www.crunchbase.com/organization/avnew,,"Audio, Information Technology, Lighting, Video","Altamonte Springs, Florida, United States","Avnew provides acoustics, audio, presentation systems, video, lighting and IT solutions.","2,446,840","East Coast, Southern US",32714,Less than $1M,Active,,,,,,,For Profit,https://avnew.us/?fbclid=IwAR1CkN04IxeSf_tvMDbN-b3BiLvqIn8pfobNPeecoP3IZt_U8WD_inbRSus,https://www.facebook.com/AVnewTech/,https://www.linkedin.com/company/avnew,,+1-407-775-7767,,,,,,,,,,,,,"Hardware, Information Technology, Media and Entertainment, Music and Audio, Video",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,10,,,,
TaTap,https://www.crunchbase.com/organization/tatap,,"Digital Marketing, Social Media Management, Social Media Marketing","Tokyo, Tokyo, Japan","TaTap is a digital marketing company that provides social media management, advertising, and consulting services.","2,448,734",Asia-Pacific (APAC),101-0064,,Active,2019-10-01,month,,,,,For Profit,https://tatap.jp/,,,,,,,,,,,,,,,,,"Internet Services, Sales and Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,13,,,,
Sanycar,https://www.crunchbase.com/organization/sanycar,,"Manufacturing, Medical Device, Product Design","Oristano, Sardegna, Italy","Sanycar is a manufactures that provides hospital sanitary equipment, airport luggage, and supermarket trolleys.","2,452,776","European Union (EU), Europe, Middle East, and Africa (EMEA)",09170,,Active,2019-01-01,year,,,,,For Profit,https://www.sanycar.it,https://www.facebook.com/sanycar.srl,https://www.linkedin.com/company/sanycar,sanycar@sanycar.it,+39 078 339 4479,"Sanycar offers supermarket baskets. The medical-health sector is requires attention in terms of hygiene and sterilization. They solve all kinds of problems relating to medical aids. Even in the airport environment, which registers daily traffic of people and very numerous bags, it is necessary for the hygiene and health of people. The products are germs that can be eliminated without the use of chemicals, respecting the environment.",,,,,,,,,,,,"Design, Health Care, Manufacturing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.1,10,,,,
Brandon Box,https://www.crunchbase.com/organization/brandon-box-f354,,"Comics, Content Creators, Film, TV Production","Milano, Lombardia, Italy",Brandon Box is a media company specializing in comics-oriented products and content.,"2,505,776","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.brandonbox.com,https://www.facebook.com/BrandonBoxProduction,https://www.linkedin.com/company/brandon-box,info@brandonbox.com,,,,,,,,,,,,,,"Consumer Goods, Media and Entertainment, Video",1,Andrea Sgaravatti,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,10,,,,
PickMeApp,https://www.crunchbase.com/organization/pickmeapp,,"Assistive Technology, Mobile, Transportation","Potenza, Basilicata, Italy","PickMeApp is a personalized, flexible, and smart mobility solution for kids and elderly people.","2,517,366","European Union (EU), Europe, Middle East, and Africa (EMEA)",85050,Less than $1M,Active,2015-08-05,day,,,,,For Profit,http://www.pickmeapp.it,https://www.facebook.com/pickmeappmobility/?fref=ts,https://www.linkedin.com/company/10269948?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10269948%2Cidx%3A2-3-4%2CtarId%3A1462355037055%2Ctas%3Apickmea,info@pickmeapp.it,+393937198041,"PickMeApp is  an urban mobility solution that, with a gps, an app, and an eco-friendly bus, brings kids and the elderly to your place safely, at a cost-effective cost, giving you the opportunity to always know where they are and returning free time for your activities . PickMeApp is an innovative transport system designed for people who are not self-sufficient and who have difficulties accessing public transport. PickMeApp srl is is an innovative startup, regularly enrolled in the Special Section of the Business Register.",,,,,,,,,,,,"Health Care, Mobile, Transportation",4,"Luciana De Fino, Luciana De Fino, Michele Franzese, Michele Franzese",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.9,,0,2,,"Transport, packaging and storing"
Turboalgor,https://www.crunchbase.com/organization/turboalgor,,"Industrial, Industrial Engineering, Manufacturing","Massa Martana, Umbria, Italy",Turboalgor manufactures and provides refrigerating systems for industrial.,"2,525,001","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.turboalgor.it,,https://www.linkedin.com/company/turboalgor/,info@turboalgor.it,39-2-93970177,,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.4,15,4,2,Refrigeration Or Cooling,Machines and machine tools
Etesias,https://www.crunchbase.com/organization/etesias,,"3D Printing, Building Material, Construction","Napoli, Campania, Italy",Etesias is a technology company that designs and develops load-bearing structural members in concrete using 3D printing technology.,"2,536,844","European Union (EU), Europe, Middle East, and Africa (EMEA)",80146,Less than $1M,Active,2019-01-25,day,,,,,For Profit,https://www.etesias.it/en/,https://www.facebook.com/etesias,https://www.linkedin.com/company/etesiassrl/,info@etesias.it,+39 081 2530236,,,,,,,,,,,,,"Manufacturing, Real Estate",3,"Costantino Menna, Dominic Asprone, Ferdinando Auricchio",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.2,8,,,,
